"chart_position","chart_date","song","artist","instance","time_on_chart","consecutive_weeks","previous_week","peak_position","worst_position","year","month","week","spotify_song_id","spotify_artist_id","genres","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","main_genres"
3,"1965-01-02","Mr. Lonely","Bobby Vinton",1,10,9,3,1,70,1965,1,1,"5KG2ahk1cONbHvg3dBdTbx","6bOYtKnpLPQSfMpS2ilotK","adult standards, bubblegum pop, doo-wop, easy listening, rock-and-roll, rockabilly",0.245,0.293,4,-10.361,1,0.0303,0.817,0,0.177,0.344,168.984,"classic_folk, pop, r&b_reggae, rock"
23,"1965-02-13","Come See About Me","The Supremes",1,14,13,12,1,66,1965,2,7,"307kcWJQNMdiYYKj1LgClU","57bUPid8xztkieZfS7OlEV","classic girl group, classic soul, disco, motown, soul",0.732,0.506,7,-11.735,1,0.0462,0.688,1.04e-06,0.146,0.867,126.325,"classic_folk, soul_funk, pop, electronic_dance, r&b_reggae"
2,"1965-02-20","You've Lost That Lovin' Feelin'","The Righteous Brothers",1,11,10,1,1,77,1965,2,8,"6AeyHqzNHJthYJbn0tvJ4b","4b0WsB47XCa9F83BmwQ7WX","adult standards, brill building pop, folk rock, mellow gold, motown, rock-and-roll, rockabilly",0.369,0.305,1,-14.303,1,0.0267,0.522,0,0.0579,0.376,94.791,"classic_folk, pop, rock, indie_alt, soul_funk, r&b_reggae"
12,"1965-04-03","My Girl","The Temptations",1,12,11,9,1,76,1965,4,14,"745H5CctFr12Mo7cqa1BMH","3RwQ26hR2tJtA8F9p2n7jG","classic soul, memphis soul, motown, soul",0.572,0.418,0,-10.738,1,0.0349,0.635,0,0.0961,0.694,104.566,"soul_funk, world_regional, r&b_reggae"
17,"1965-04-17","Eight Days A Week","The Beatles",1,9,8,11,1,53,1965,4,16,"1Dg4dFJr3HW7sbA7vPejre","3WrFJ7ztbogyGnTHbHJFl2","british invasion, classic rock, merseybeat, psychedelic rock, rock",0.652,0.583,9,-7.811,1,0.038,0.412,0,0.119,0.744,138.134,"rock, world_regional, r&b_reggae"
10,"1965-05-01","Stop! In The Name Of Love","The Supremes",1,11,10,5,1,80,1965,5,18,"52FlwUMMDnTK8TGkCag9Jd","57bUPid8xztkieZfS7OlEV","classic girl group, classic soul, disco, motown, soul",0.612,0.444,0,-12.752,1,0.0293,0.531,0,0.126,0.503,114.961,"classic_folk, soul_funk, pop, electronic_dance, r&b_reggae"
38,"1965-05-15","I'm Telling You Now","Freddie And The Dreamers",1,10,9,8,1,71,1965,5,20,"3qC08srhXBJ6DEQ7CwPMB0","1wCc2Wgga1H8C7u57pcqYk","british invasion, merseybeat",0.605,0.699,3,-6.875,1,0.0317,0.378,0,0.305,0.891,71.38,"rock, world_regional, r&b_reggae"
33,"1965-05-29","Game Of Love","Wayne Fontana & The Mindbenders",1,11,10,14,1,63,1965,5,22,"0jUfBCWrfrZGueD8MjvgMo","2VkASgJ3IjpMHG5aYXx4t2","british invasion",0.575,0.825,9,-4.251,1,0.0311,0.0865,0,0.193,0.963,109.168,"rock, world_regional"
1,"1965-06-05","Help Me, Rhonda","The Beach Boys",1,8,7,1,1,80,1965,6,23,"3haZcHm3HydDVxm3je3Zmg","3oDbviiivRWhXwIE8hxkVV","baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, sunshine pop",0.544,0.748,1,-6.243,1,0.0298,0.311,0.000716,0.0633,0.825,139.739,"pop, rock, classic_folk, indie_alt"
3,"1965-07-24","I Can't Help Myself (Sugar Pie Honey Bunch)","Four Tops",1,11,10,2,1,67,1965,7,30,"6b6IMqP565TbtFFZg9iFf3","7fIvjotigTGWqjIz6EP1i4","classic soul, disco, motown, quiet storm, soul",0.667,0.599,0,-8.894,1,0.0291,0.245,0,0.107,0.971,127.935,"soul_funk, pop, electronic_dance, r&b_reggae"
6,"1965-08-21","(I Can't Get No) Satisfaction","The Rolling Stones",1,11,10,2,1,67,1965,8,34,"2PzU4IB8Dr6mxV3lHuaG34","22bE4uQ6baNwSHPVcDxLCe","album rock, british invasion, classic rock, rock",0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,"rock, world_regional"
9,"1965-09-18","I Got You Babe","Sonny & Cher",1,11,10,7,1,88,1965,9,38,"4SGBuq37Ol4HJr7pQqFMKa","71lGEtP9qYXDsSXjfexTqO","adult standards, bubblegum pop, folk, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter, soft rock",0.629,0.795,6,-6.02,1,0.0278,0.136,5.44e-06,0.132,0.6,110.583,"classic_folk, pop, rock, indie_alt, other"
22,"1965-10-16","Help!","The Beatles",1,11,10,15,1,41,1965,10,42,"7DD7eSuYSC5xk2ArU62esN","3WrFJ7ztbogyGnTHbHJFl2","british invasion, classic rock, merseybeat, psychedelic rock, rock",0.534,0.725,6,-7.576,0,0.0332,0.188,0,0.0994,0.763,95.003,"rock, world_regional, r&b_reggae"
20,"1965-11-06","Hang On Sloopy","The McCoys",1,13,12,9,1,99,1965,11,45,"0i7O5MtSTXvR4BEY7stpjF","6etIM3JbzGPxTdfNWWfsVH","bubblegum pop, classic garage rock, merseybeat, rock-and-roll",0.765,0.516,7,-12.099,1,0.0334,0.167,0,0.0723,0.936,115.248,"pop, rock, r&b_reggae"
13,"1965-11-20","Yesterday","The Beatles",1,9,8,11,1,45,1965,11,47,"3BQHpFgAp4l80e1XslIjNI","3WrFJ7ztbogyGnTHbHJFl2","british invasion, classic rock, merseybeat, psychedelic rock, rock",0.332,0.179,5,-11.83,1,0.0326,0.879,0,0.0886,0.315,96.529,"rock, world_regional, r&b_reggae"
15,"1965-12-11","Get Off Of My Cloud","The Rolling Stones",1,10,9,11,1,64,1965,12,50,"263Iuyk08ks1v6FIudUIGD","22bE4uQ6baNwSHPVcDxLCe","album rock, british invasion, classic rock, rock",0.579,0.877,4,-8.83,1,0.0488,0.0289,0.571,0.0656,0.9,126.336,"rock, world_regional"
4,"1966-01-01","Turn! Turn! Turn! (To Everything There Is A Season)","The Byrds",1,11,10,2,1,80,1966,1,1,"5qBqBdfTEIWJwAS0Jm2F5R","1PCZpxHJz7WAMF8EEq8bfc","album rock, beatlesque, blues rock, classic rock, cosmic american, country rock, folk, folk rock, heartland rock, mellow gold, psychedelic rock, rock, soft rock",0.451,0.818,2,-8.124,1,0.0439,0.135,2.92e-05,0.052,0.755,124.532,"rock, jazz_blues, country, world_regional, classic_folk, indie_alt"
40,"1966-01-29","Over And Over","The Dave Clark Five",1,12,11,22,1,63,1966,1,5,"0SKS8mR9wgXcr670BzR9fg","2HBbky0Z08ZcCKVsXWbNE4","british invasion, merseybeat",0.543,0.862,5,-8.361,1,0.0667,0.245,1.69e-06,0.13,0.9,149.545,"rock, world_regional, r&b_reggae"
20,"1966-02-05","The Sound Of Silence","Simon & Garfunkel",1,12,11,12,1,80,1966,2,6,"5y788ya4NvwhBznoDIcXwK","70cRZdQywnSFp9pnc2WTCE","classic rock, folk, folk rock, melancholia, mellow gold, rock, soft rock",0.525,0.216,6,-13.551,1,0.0301,0.837,0,0.107,0.328,106.761,"rock, classic_folk, other, indie_alt"
24,"1966-02-26","We Can Work It Out","The Beatles",1,11,10,13,1,36,1966,2,9,"7LNiAjyg9P2GKINTtN6Yt8","3WrFJ7ztbogyGnTHbHJFl2","british invasion, classic rock, merseybeat, psychedelic rock, rock",0.381,0.608,2,-10.061,1,0.0268,0.113,0,0.148,0.742,106.299,"rock, world_regional, r&b_reggae"
8,"1966-03-12","Lightnin' Strikes","Lou Christie",1,12,11,3,1,93,1966,3,11,"2OQhFe5jjTnMWaaDRZxz31","5bLcI9Jo6RyrrHzG9veVyn","bubblegum pop, classic garage rock, doo-wop, merseybeat",0.619,0.654,3,-8.46,1,0.0652,0.611,0,0.144,0.688,134.293,"pop, rock, r&b_reggae"
14,"1966-04-09","These Boots Are Made For Walkin'","Nancy Sinatra",1,12,11,8,1,74,1966,4,15,"2HEgBBls7l0smWTxPx0MtZ","3IZrrNonYELubLPJmqOci2","lounge, sunshine pop",0.628,0.42,9,-10.547,1,0.177,0.395,2.55e-06,0.104,0.337,165.304,"pop"
20,"1966-04-30","The Ballad Of The Green Berets","SSgt Barry Sadler",1,13,12,17,1,87,1966,4,18,"0yjNmllr3Ew6f97TqPuEqa","5r0O4LLn9wHEuYxKmGzUB5","military cadence",0.715,0.327,0,-11.814,1,0.033,0.782,0.000344,0.625,0.713,84.369,"classic_folk"
4,"1966-05-07","(You're My) Soul And Inspiration","The Righteous Brothers",1,10,9,2,1,90,1966,5,19,"5ZHOiRqKOzgFMfMAu8cwzp","4b0WsB47XCa9F83BmwQ7WX","adult standards, brill building pop, folk rock, mellow gold, motown, rock-and-roll, rockabilly",0.17,0.387,11,-12.791,1,0.0436,0.781,0,0.243,0.246,187.468,"classic_folk, pop, rock, indie_alt, soul_funk, r&b_reggae"
15,"1966-06-04","Good Lovin'","The Young Rascals",1,13,12,8,1,86,1966,6,23,"0XnhQGfqfi5CnZXcONJuI5","5X3TuTi9OIsJXMGxPwTKM2","bubblegum pop, classic garage rock, country rock, folk rock, merseybeat, psychedelic rock, rock-and-roll, singer-songwriter",0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,"pop, rock, country, classic_folk, r&b_reggae, other"
24,"1966-06-18","Monday, Monday","The Mamas & The Papas",1,11,10,7,1,79,1966,6,25,"3EFb1qDgIqf9MegIryKtDj","1bs7HoMkSyQwcobCpE9KpN","classic rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock, sunshine pop",0.488,0.464,1,-9.496,1,0.0284,0.742,0,0.57,0.709,109.853,"rock, classic_folk, indie_alt, pop"
29,"1966-07-02","When A Man Loves A Woman","Percy Sledge",1,13,12,11,1,100,1966,7,27,"51FpzuGkRYXFgsE2zXt9av","3rRmDmzPcAFwcUDvG5gBqO","classic soul, rock-and-roll, soul, southern soul",0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.205,97.398,"soul_funk, rock"
3,"1966-07-09","Strangers In The Night","Frank Sinatra",1,10,9,1,1,90,1966,7,28,"74VR3AkGPhbYXnxcOYa16x","1Mxqyy3pSjf8kZZL4QVxS0","adult standards, easy listening, lounge",0.259,0.473,5,-8.275,1,0.0295,0.592,0,0.201,0.539,90.348,"classic_folk, pop"
33,"1966-08-20","Hanky Panky","Tommy James And The Shondells",1,12,11,15,1,75,1966,8,34,"3uqEiaO6MUoM89nLSIs05c","01hRNr3yF5bYnPq4wZ88iI","bubblegum pop, classic garage rock, classic rock, country rock, folk rock, mellow gold, merseybeat, psychedelic rock, rock-and-roll",0.646,0.911,7,-6.228,0,0.101,0.411,0.000484,0.115,0.895,126.122,"pop, rock, country, classic_folk, indie_alt, r&b_reggae"
6,"1966-08-27","Wild Thing","The Troggs",1,10,9,4,1,75,1966,8,35,"7jGzYUZ2Bgg8BDfYlQRfn8","57xdnSVt4ahJCIXYLieQ25","british invasion",0.453,0.658,9,-13.472,1,0.0539,0.741,0.0288,0.135,0.761,203.871,"rock, world_regional"
5,"1966-09-10","Summer In The City","The Lovin' Spoonful",1,9,8,2,1,53,1966,9,37,"7AzFID6u1b3zIWbd9pb8Dk","7CCn4PFRRRZF127jtCBAUe","classic rock, country rock, folk, folk rock, mellow gold, psychedelic rock, rock-and-roll, soft rock",0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,"rock, country, classic_folk, indie_alt"
9,"1966-10-01","Sunshine Superman","Donovan",1,10,9,3,1,90,1966,10,40,"4RGxUjaCmVtD30pIhtEi7w","6vLlQYujOujIrm7zAKzEdG","british folk, british invasion, classic rock, folk, folk rock, glam rock, psychedelic folk, psychedelic rock, scottish singer-songwriter, singer-songwriter",0.629,0.677,1,-7.239,1,0.0299,0.122,9.72e-06,0.0962,0.627,132.783,"world_regional, classic_folk, rock, other"
25,"1966-10-29","You Can't Hurry Love","The Supremes",1,12,11,18,1,66,1966,10,44,"1OppEieGNdItZbE14gLBEv","57bUPid8xztkieZfS7OlEV","classic girl group, classic soul, disco, motown, soul",0.63,0.711,10,-9.34,1,0.0472,0.299,0,0.0813,0.659,96.912,"classic_folk, soul_funk, pop, electronic_dance, r&b_reggae"
32,"1966-11-12","Cherish","The Association",1,12,11,21,1,66,1966,11,46,"7uGeDI6nJEdUYMsMd7mQyl","2kuNswDC82PL9xRbfaZJaS","bubblegum pop, country rock, folk rock, mellow gold, singer-songwriter, soft rock, sunshine pop",0.51,0.544,5,-8.308,1,0.0282,0.776,0,0.144,0.598,110.197,"pop, rock, country, classic_folk, indie_alt, other"
18,"1966-12-03","96 Tears","? (Question Mark) & The Mysterians",1,14,13,11,1,75,1966,12,49,"4PEeZ2U4UfP2Jo8EtIOjus","3ZZHB1Xh2PM88QTMiqHB62","chicano punk, classic garage rock, detroit rock, protopunk",0.65,0.562,7,-5.965,1,0.0345,0.0624,3.21e-05,0.076,0.882,123.674,"world_regional, rock"
43,"1966-12-17","Last Train To Clarksville","The Monkees",1,15,14,27,1,67,1966,12,51,"3h4t9qpFktohHeUQc3hZCa","320EPCSEezHt1rtbfwH6Ck","album rock, beatlesque, bubblegum pop, classic rock, folk rock, heartland rock, mellow gold, psychedelic rock, rock, rock-and-roll, singer-songwriter, soft rock, sunshine pop",0.239,0.618,0,-8.464,1,0.033,0.0305,0,0.721,0.683,197.499,"rock, pop, classic_folk, indie_alt, other"
39,"1966-12-24","Poor Side Of Town","Johnny Rivers",1,15,14,22,1,90,1966,12,52,"60DmpUd1BnemzjASiUewnf","3TiISqKS6ESlMQ4WFfZJw2","bubblegum pop",0.423,0.467,6,-12.194,0,0.0317,0.722,2.38e-06,0.255,0.553,104.165,"pop"
13,"1966-12-31","Good Vibrations","The Beach Boys",1,11,10,8,1,81,1966,12,53,"5t9KYe0Fhd5cW6UYT4qP8f","3oDbviiivRWhXwIE8hxkVV","baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, sunshine pop",0.396,0.473,10,-7.67,0,0.0345,0.326,0.000124,0.109,0.385,133.449,"pop, rock, classic_folk, indie_alt"
22,"1967-01-28","Winchester Cathedral","The New Vaudeville Band",1,14,13,12,1,66,1967,1,4,"3Q51jQuzjEDMTyFX4pT2dK","4UD9XOagGdElo7BpVzLltZ","british invasion, vaudeville",0.847,0.371,7,-13.909,1,0.0659,0.614,3.55e-06,0.0502,0.914,122.638,"rock, world_regional"
1,"1967-02-11","I'm A Believer","The Monkees",1,10,9,1,1,44,1967,2,6,"3G7tRC24Uh09Hmp1KZ7LQ2","320EPCSEezHt1rtbfwH6Ck","album rock, beatlesque, bubblegum pop, classic rock, folk rock, heartland rock, mellow gold, psychedelic rock, rock, rock-and-roll, singer-songwriter, soft rock, sunshine pop",0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,"rock, pop, classic_folk, indie_alt, other"
34,"1967-03-25","Kind Of A Drag","The Buckinghams",1,13,12,14,1,90,1967,3,12,"3RnsnfrquBAy6kIejQzc2C","4zmxet3ZPdSmL3Xyv1Wegb","bubblegum pop, classic garage rock, merseybeat",0.271,0.783,7,-7.996,1,0.0457,0.857,0.00965,0.285,0.533,138.836,"pop, rock, r&b_reggae"
23,"1967-04-01","Ruby Tuesday","The Rolling Stones",1,11,10,10,1,78,1967,4,13,"4hupcimlg3UBbW1kAQ6vrT","22bE4uQ6baNwSHPVcDxLCe","album rock, british invasion, classic rock, rock",0.524,0.553,0,-10.767,1,0.0292,0.831,0,0.174,0.517,104.578,"rock, world_regional"
2,"1967-04-15","Happy Together","The Turtles",1,10,9,1,1,79,1967,4,15,"1JO1xLtVc8mWhIoE3YaCL0","2VIoWte1HPDbZ2WqHd2La7","bubblegum pop, classic garage rock, classic rock, folk rock, psychedelic rock, rock-and-roll, rockabilly",0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,"pop, rock, classic_folk"
9,"1967-05-27","Somethin' Stupid","Nancy Sinatra & Frank Sinatra",1,11,10,4,1,50,1967,5,21,"4feXcsElKIVsGwkbnTHAfV","3IZrrNonYELubLPJmqOci2","lounge, sunshine pop",0.257,0.338,4,-12.902,1,0.0357,0.736,0,0.252,0.544,207.356,"pop"
40,"1967-06-17","The Happening","The Supremes",1,11,10,25,1,57,1967,6,24,"6IrBgAF2nSiwrdbIcaCKnp","57bUPid8xztkieZfS7OlEV","classic girl group, classic soul, disco, motown, soul",0.306,0.739,8,-7.488,1,0.0579,0.0571,0,0.134,0.674,172.416,"classic_folk, soul_funk, pop, electronic_dance, r&b_reggae"
1,"1967-06-24","Groovin'","The Young Rascals",1,10,9,1,1,79,1967,6,25,"3c2kMiSB86tVq1J4oULmvL","5X3TuTi9OIsJXMGxPwTKM2","bubblegum pop, classic garage rock, country rock, folk rock, merseybeat, psychedelic rock, rock-and-roll, singer-songwriter",0.605,0.455,5,-8.903,0,0.0301,0.595,0,0.0816,0.678,106.825,"pop, rock, country, classic_folk, r&b_reggae, other"
1,"1967-07-22","Windy","The Association",1,9,8,1,1,52,1967,7,29,"1lHiKWnlJtjzA4vHnjAr39","2kuNswDC82PL9xRbfaZJaS","bubblegum pop, country rock, folk rock, mellow gold, singer-songwriter, soft rock, sunshine pop",0.676,0.681,5,-9.223,1,0.0292,0.363,0.191,0.0967,0.901,132.953,"pop, rock, country, classic_folk, indie_alt, other"
4,"1967-09-02","Light My Fire","The Doors",1,14,13,4,1,98,1967,9,35,"5uvosCdMlFdTXhoazkTI5R","22WZ7M8sxp5THdruNY3gXt","acid rock, album rock, classic rock, hard rock, psychedelic rock, rock",0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,"rock"
48,"1967-09-30","All You Need Is Love","The Beatles",1,11,10,24,1,71,1967,9,39,"68BTFws92cRztMS1oQ7Ewj","3WrFJ7ztbogyGnTHbHJFl2","british invasion, classic rock, merseybeat, psychedelic rock, rock",0.4,0.48,7,-7.768,1,0.0295,0.346,3.1e-05,0.155,0.653,103.436,"rock, world_regional, r&b_reggae"
3,"1967-10-07","Ode To Billie Joe","Bobbie Gentry",1,10,9,2,1,71,1967,10,40,"4FdDorlbJTVHcH3djLbIfn","4E9w0bms6HcEppFlWjeW2d",NA,0.637,0.189,7,-10.726,1,0.0471,0.721,0,0.0939,0.695,120.142,"country"
26,"1967-11-11","The Letter","The Box Tops",1,14,13,17,1,81,1967,11,45,"6RJK553YhstRzyKA4mug09","3KGQvnOoqUHi3KxKQMZtXr","bubblegum pop, classic garage rock, folk rock, merseybeat, psychedelic rock, rock-and-roll",0.638,0.428,9,-12.156,0,0.0687,0.252,0,0.132,0.901,139.434,"pop, rock, classic_folk, r&b_reggae"
4,"1967-12-02","To Sir With Love","Lulu",1,13,12,2,1,74,1967,12,48,"0gBFr7N2D1GfhkXIIepIGG","4TAg5ckpTlxXLPTJW4eDMo",NA,0.546,0.399,4,-9.378,1,0.027,0.361,3.18e-06,0.0995,0.301,97.142,"pop"
15,"1968-01-06","Incense And Peppermints","Strawberry Alarm Clock",1,15,14,13,1,88,1968,1,1,"16iApoNZYaN6gbMtRRVV6B","1nyQBzKgZ2hBLr7PnyV7cI","classic garage rock, folk rock, psychedelic rock, sunshine pop",0.484,0.655,4,-11.118,1,0.0316,0.033,0,0.0885,0.634,133.158,"rock, classic_folk, pop"
6,"1968-01-20","Daydream Believer","The Monkees",1,10,9,3,1,33,1968,1,3,"7uEcCGtM1FBBGIhPozhJjv","320EPCSEezHt1rtbfwH6Ck","album rock, beatlesque, bubblegum pop, classic rock, folk rock, heartland rock, mellow gold, psychedelic rock, rock, rock-and-roll, singer-songwriter, soft rock, sunshine pop",0.51,0.488,7,-10.304,1,0.0304,0.256,0,0.11,0.649,125.683,"rock, pop, classic_folk, indie_alt, other"
4,"1968-02-10","Judy In Disguise (With Glasses)","John Fred And The Playboys",1,12,11,2,1,99,1968,2,6,"2aLQuwrWROxyXcquLUtLRo","3Kf1A84nUA6sKk3Gh7VcHb",NA,0.638,0.337,8,-13.935,1,0.0498,0.0847,0.152,0.0665,0.927,81.094,"rock"
3,"1968-03-16","Love Is Blue (L'amour Est Bleu)","Paul Mauriat And His Orchestra",1,11,10,1,1,99,1968,3,11,"6vUhLEkY17FlxjEysVA6SX","5Oj26LEf8jdgR2woWEjlhi","easy listening",0.435,0.553,7,-6.399,1,0.0268,0.207,0.971,0.112,0.426,105.915,"classic_folk"
35,"1968-05-11","(Sittin' On) The Dock Of The Bay","Otis Redding",1,16,15,19,1,67,1968,5,19,"3zBhihYUHBmGd2bcQIobrF","60df5JBRRPcnSpsIMxxwQm","classic soul, memphis soul, soul, soul blues, southern soul, vocal jazz",0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,"soul_funk, world_regional, jazz_blues"
3,"1968-05-18","Honey","Bobby Goldsboro",1,9,8,1,1,64,1968,5,20,"2Qhvi6R73Zj3cpzRYzcAww","5gPEo032lzARtzuVqJIm9o","adult standards, bubblegum pop, easy listening, merseybeat, rock-and-roll",0.399,0.278,7,-13.122,1,0.0291,0.674,0.000694,0.203,0.597,93.189,"classic_folk, pop, rock, r&b_reggae"
33,"1968-07-06","Tighten Up","Archie Bell & The Drells",1,15,14,28,1,81,1968,7,27,"6IIcvtmuGpWIasqOpyGlyY","1kupwLFpHALpmhp5qol8xH","classic soul, northern soul, philly soul, soul, southern soul",0.708,0.441,11,-12.931,1,0.196,0.242,0.000147,0.0899,0.724,125.191,"soul_funk"
16,"1968-07-13","Mrs. Robinson","Simon & Garfunkel",1,12,11,13,1,58,1968,7,28,"0iOZM63lendWRTTeKhZBSC","70cRZdQywnSFp9pnc2WTCE","classic rock, folk, folk rock, melancholia, mellow gold, rock, soft rock",0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,"rock, classic_folk, other, indie_alt"
7,"1968-07-27","This Guy's In Love With You","Herb Alpert",1,11,10,4,1,72,1968,7,30,"5hffP5gJFe1zByXf7BIeYq","1PqdKx88nAgPolRy079lMl","jazz trumpet",0.635,0.167,1,-12.998,1,0.0403,0.858,0.000999,0.213,0.246,83.767,"jazz_blues"
20,"1968-08-24","Grazing In The Grass","Hugh Masekela",1,12,11,9,1,83,1968,8,34,"2P6Buc8kWRgShx7aHIadqu","1b3F5FI7TX4IWTNA4P1kWp","afropop, jazz trumpet, south african jazz",0.661,0.554,7,-12.241,0,0.0291,0.36,0.782,0.261,0.906,106.894,"pop, jazz_blues, world_regional"
12,"1968-10-12","People Got To Be Free","The Rascals",1,13,12,7,1,64,1968,10,41,"5tUEIByLWg1sYWajZ2x5zx","5g2n2H9ndqvejERtwZ1rHh",NA,0.685,0.696,10,-8.137,1,0.0364,0.466,0,0.195,0.96,126.019,"r&b_reggae"
8,"1968-10-26","Harper Valley P.T.A.","Jeannie C. Riley",1,10,9,4,1,81,1968,10,43,"63EQVLdtGL6rZf8mPKW7QY","3MIwMeYV8vmgQFbbRiJTp2","classic country pop",0.809,0.717,4,-6.602,1,0.0393,0.574,0,0.089,0.919,122.463,"pop, country"
1,"1968-11-23","Hey Jude","The Beatles",1,11,10,1,1,10,1968,11,47,"0aym2LBJBk9DAYuHHutrIl","3WrFJ7ztbogyGnTHbHJFl2","british invasion, classic rock, merseybeat, psychedelic rock, rock",0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,"rock, world_regional, r&b_reggae"
19,"1969-01-25","Love Child","Diana Ross & The Supremes",1,15,14,18,1,43,1969,1,4,"69EILuL34ggLWQsa626bes","0rXI0q8Cahq6numvPlloaq","classic girl group, motown",0.574,0.96,9,-0.81,0,0.0455,0.125,2.27e-05,0.23,0.65,105.008,"classic_folk, soul_funk, r&b_reggae"
7,"1969-02-08","I Heard It Through The Grapevine","Marvin Gaye",1,12,11,5,1,34,1969,2,6,"1tqT6DhmsrtQgyCKUwotiw","3koiLjNrgRTNbOwViDipeA","classic soul, motown, neo soul, northern soul, quiet storm, soul",0.711,0.362,3,-10.851,0,0.0381,0.272,0,0.127,0.616,117.287,"soul_funk, r&b_reggae"
1,"1969-03-08","Everyday People","Sly & The Family Stone",1,15,14,1,1,93,1969,3,10,"4ZVZBc5xvMyV3WzWktn8i7","5m8H6zSadhu1j9Yi04VLqD","classic soul, funk, funk rock, p funk, psychedelic soul, soul, southern soul",0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524,"soul_funk, rock"
3,"1969-04-12","Dizzy","Tommy Roe",1,11,10,1,1,86,1969,4,15,"5LvIl1VHaqtCJJXwrB8QR9","7t4XHvWfj0XtEB8SNFeALw","bubblegum pop, classic garage rock, merseybeat, rock-and-roll",0.736,0.595,6,-5.847,1,0.0354,0.000512,0.0118,0.144,0.72,102.007,"pop, rock, r&b_reggae"
1,"1969-05-17","Aquarius/Let The Sunshine In","The 5th Dimension",1,11,10,1,1,89,1969,5,20,"0HZlND4giwzgolBpaNIRGV","1UUYAQ9LiRsZF0ZukQNWXM","adult standards, bubblegum pop, disco, folk rock, mellow gold, motown, singer-songwriter, soft rock, sunshine pop",0.293,0.74,7,-6.098,1,0.0399,0.445,0.00152,0.0998,0.514,118.225,"classic_folk, pop, soul_funk, electronic_dance, rock, indie_alt, r&b_reggae, other"
6,"1969-07-05","Get Back","The Beatles With Billy Preston",1,9,8,3,1,10,1969,7,27,"1g9G2cZiAYqkAASTOcTQ3j","0IecGJbdBeYSOVtSPRehh5","funk, psychedelic soul, rock keyboard, soul",0.791,0.515,9,-14.805,1,0.0537,0.152,0.92,0.0996,0.57,122.086,"soul_funk, rock"
16,"1969-08-02","Love Theme From Romeo & Juliet","Henry Mancini And His Orchestra",1,13,12,10,1,71,1969,8,31,"0oFkaYVT0tVb9v5sOaMvJv","2EExdpjU4SK3xnJHO5paJf","adult standards, classic soundtrack, easy listening",0.35,0.186,9,-12.033,0,0.0314,0.985,0.79,0.116,0.155,75.043,"classic_folk"
1,"1969-08-16","In The Year 2525","Zager & Evans",1,9,8,1,1,72,1969,8,33,"5UVsbUV0Kh033cqsZ5sLQi","55IyYO6fmYpYw6Nd4YF7bw",NA,0.451,0.62,8,-5.609,0,0.0361,0.145,0.0239,0.0677,0.5,123.487,"rock"
2,"1969-09-20","Honky Tonk Women","The Rolling Stones",1,10,9,1,1,79,1969,9,38,"7HIG9Utsra6sL79nA1Tn0y","22bE4uQ6baNwSHPVcDxLCe","album rock, british invasion, classic rock, rock",0.548,0.778,7,-6.367,1,0.0551,0.279,0.0247,0.0484,0.969,120.37,"rock, world_regional"
3,"1969-11-01","Sugar, Sugar","The Archies",1,15,14,3,1,91,1969,11,44,"6MTd61g9zq6CB1FnJydjEb","33QmoCkSqADuQEtMCysYLh","bubblegum pop, classic canadian rock, rock-and-roll",0.757,0.725,2,-7.259,1,0.0275,0.399,0,0.108,0.965,122.439,"pop, rock, world_regional"
29,"1969-12-27","Wedding Bell Blues","The 5th Dimension",1,14,13,19,1,67,1969,12,52,"0bzNvVatHKKtAudmRvar8J","1UUYAQ9LiRsZF0ZukQNWXM","adult standards, bubblegum pop, disco, folk rock, mellow gold, motown, singer-songwriter, soft rock, sunshine pop",0.482,0.674,9,-5.41,0,0.0321,0.548,0,0.135,0.617,118.048,"classic_folk, pop, soul_funk, electronic_dance, rock, indie_alt, r&b_reggae, other"
16,"1970-01-10","Come Together/Something","The Beatles",1,13,12,12,1,23,1970,1,2,"46Ohd6gSvjgucrEgUakOlB","3WrFJ7ztbogyGnTHbHJFl2","british invasion, classic rock, merseybeat, psychedelic rock, rock",0.52,0.255,6,-11.251,1,0.0373,0.7,0.000174,0.0888,0.372,142.345,"rock, world_regional, r&b_reggae"
